strike,highPrice,lowPrice,lastPrice,priceChange,bidPrice,askPrice,volume,openInterest,premium,tradeTime,StrikeIdentifier,lastPriceIndentifier,contractDate
4.0000,0.0199,0.0199,0.0199,-0.0007,N/A,N/A,N/A,2502,199.00,05/27/21,C,s,Aug 1 2022
4.2500,0.0131,0.0131,0.0131,-0.0005,N/A,N/A,N/A,86,131.00,05/27/21,C,s,Aug 1 2022
4.5000,0.0091,0.0091,0.0091,-0.0002,N/A,N/A,N/A,1242,91.00,05/27/21,C,s,Aug 1 2022
4.7000,0.0071,0.0071,0.0071,unch,N/A,N/A,N/A,30,71.00,05/27/21,C,s,Aug 1 2022
4.8500,0.0061,0.0061,0.0061,+0.0001,N/A,N/A,N/A,211,61.00,05/27/21,C,s,Aug 1 2022
5.0000,0.0053,0.0053,0.0053,+0.0002,N/A,N/A,N/A,1825,53.00,05/27/21,C,s,Aug 1 2022
6.0000,0.0033,0.0033,0.0033,+0.0006,N/A,N/A,N/A,18,33.00,05/27/21,C,s,Aug 1 2022
6.7500,0.0024,0.0024,0.0024,+0.0005,N/A,N/A,N/A,62,24.00,05/27/21,C,s,Aug 1 2022
1.4000,0.0037,0.0037,0.0037,+0.0009,N/A,N/A,N/A,25,37.00,05/27/21,P,,Sep 1 2022
1.5000,0.0069,0.0069,0.0069,+0.0015,N/A,N/A,N/A,432,69.00,05/27/21,P,s,Sep 1 2022
1.7000,0.0194,0.0194,0.0194,+0.0034,N/A,N/A,N/A,1000,194.00,05/27/21,P,s,Sep 1 2022
1.7500,0.0242,0.0242,0.0242,+0.0041,N/A,N/A,N/A,575,242.00,05/27/21,P,s,Sep 1 2022
1.8500,0.0362,0.0362,0.0362,+0.0054,N/A,N/A,N/A,60,362.00,05/27/21,P,s,Sep 1 2022
1.9000,0.0435,0.0435,0.0435,+0.0061,N/A,N/A,N/A,150,435.00,05/27/21,P,s,Sep 1 2022
1.9500,0.0517,0.0517,0.0517,+0.0067,N/A,N/A,N/A,200,517.00,05/27/21,P,s,Sep 1 2022
2.0000,0.0609,0.0609,0.0609,+0.0073,N/A,N/A,N/A,2063,609.00,05/27/21,P,s,Sep 1 2022
2.1000,0.0825,0.0825,0.0825,+0.0085,N/A,N/A,N/A,133,825.00,05/27/21,P,s,Sep 1 2022
2.1500,0.0949,0.0949,0.0949,+0.0090,N/A,N/A,N/A,225,949.00,05/27/21,P,s,Sep 1 2022
2.2000,0.1084,0.1084,0.1084,+0.0093,N/A,N/A,N/A,1015,1084.00,05/27/21,P,s,Sep 1 2022
2.2500,0.1230,0.1230,0.1230,+0.0095,N/A,N/A,N/A,1789,1230.00,05/27/21,P,s,Sep 1 2022
2.3000,0.4818,0.4818,0.4818,-0.0112,N/A,N/A,N/A,4,4818.00,05/27/21,C,s,Sep 1 2022
2.3000,0.1389,0.1389,0.1389,+0.0097,N/A,N/A,N/A,74,1389.00,05/27/21,P,s,Sep 1 2022
2.3500,0.4489,0.4489,0.4489,-0.0111,N/A,N/A,N/A,83,4489.00,05/27/21,C,s,Sep 1 2022
2.3500,0.1561,0.1561,0.1561,+0.0099,N/A,N/A,N/A,21,1561.00,05/27/21,P,s,Sep 1 2022
2.3800,0.4298,0.4298,0.4298,-0.0110,N/A,N/A,N/A,16,4298.00,05/27/21,C,s,Sep 1 2022
2.4000,0.4173,0.4173,0.4173,-0.0110,N/A,N/A,N/A,12,4173.00,05/27/21,C,s,Sep 1 2022
2.4000,0.1745,0.1745,0.1745,+0.0100,N/A,N/A,N/A,420,1745.00,05/27/21,P,s,Sep 1 2022
2.4200,0.1822,0.1822,0.1822,+0.0101,N/A,N/A,N/A,12,1822.00,05/27/21,P,s,Sep 1 2022
2.4500,0.1942,0.1942,0.1942,+0.0102,N/A,N/A,N/A,17,1942.00,05/27/21,P,s,Sep 1 2022
2.4600,0.3812,0.3812,0.3812,-0.0108,N/A,N/A,N/A,12,3812.00,05/27/21,C,s,Sep 1 2022
2.4600,0.1983,0.1983,0.1983,+0.0102,N/A,N/A,N/A,17,1983.00,05/27/21,P,s,Sep 1 2022
2.5000,0.3583,0.3583,0.3583,-0.0106,N/A,N/A,N/A,1575,3583.00,05/27/21,C,s,Sep 1 2022
2.5000,0.2153,0.2153,0.2153,+0.0103,N/A,N/A,N/A,1711,2153.00,05/27/21,P,s,Sep 1 2022
2.5400,0.3362,0.3362,0.3362,-0.0105,N/A,N/A,N/A,17,3362.00,05/27/21,C,s,Sep 1 2022
2.5500,0.3308,0.3308,0.3308,-0.0105,N/A,N/A,N/A,200,3308.00,05/27/21,C,s,Sep 1 2022
2.5500,0.2378,0.2378,0.2378,+0.0104,N/A,N/A,N/A,351,2378.00,05/27/21,P,s,Sep 1 2022
2.5700,0.3202,0.3202,0.3202,-0.0104,N/A,N/A,N/A,17,3202.00,05/27/21,C,s,Sep 1 2022
2.6000,0.3047,0.3047,0.3047,-0.0103,N/A,N/A,N/A,424,3047.00,05/27/21,C,s,Sep 1 2022
2.6000,0.2617,0.2617,0.2617,+0.0106,N/A,N/A,N/A,227,2617.00,05/27/21,P,s,Sep 1 2022
2.6400,0.2848,0.2848,0.2848,-0.0102,N/A,N/A,N/A,12,2848.00,05/27/21,C,s,Sep 1 2022
2.6500,0.2800,0.2800,0.2800,-0.0101,N/A,N/A,N/A,82,2800.00,05/27/21,C,s,Sep 1 2022
2.6500,0.2870,0.2870,0.2870,+0.0109,N/A,N/A,N/A,25,2870.00,05/27/21,P,s,Sep 1 2022
2.6600,0.2752,0.2752,0.2752,-0.0100,N/A,N/A,N/A,12,2752.00,05/27/21,C,s,Sep 1 2022
2.6700,0.2705,0.2705,0.2705,-0.0100,N/A,N/A,N/A,2,2705.00,05/27/21,C,s,Sep 1 2022
2.6800,0.2659,0.2659,0.2659,-0.0098,N/A,N/A,N/A,4,2659.00,05/27/21,C,s,Sep 1 2022
2.7000,0.2567,0.2567,0.2567,-0.0097,N/A,N/A,N/A,365,2567.00,05/27/21,C,s,Sep 1 2022
2.7000,0.3137,0.3137,0.3137,+0.0113,N/A,N/A,N/A,12,3137.00,05/27/21,P,s,Sep 1 2022
2.7500,0.2349,0.2349,0.2349,-0.0090,N/A,N/A,N/A,2804,2349.00,05/27/21,C,s,Sep 1 2022
2.7500,0.3418,0.3418,0.3418,+0.0120,N/A,N/A,N/A,60,3418.00,05/27/21,P,s,Sep 1 2022
2.7700,0.2265,0.2265,0.2265,-0.0088,N/A,N/A,N/A,31,2265.00,05/27/21,C,s,Sep 1 2022
2.7800,0.2224,0.2224,0.2224,-0.0086,N/A,N/A,N/A,17,2224.00,05/27/21,C,s,Sep 1 2022
2.8000,0.2144,0.2144,0.2144,-0.0083,N/A,N/A,N/A,490,2144.00,05/27/21,C,s,Sep 1 2022
2.8000,0.3713,0.3713,0.3713,+0.0126,N/A,N/A,N/A,25,3713.00,05/27/21,P,s,Sep 1 2022
2.8500,0.1952,0.1952,0.1952,-0.0078,N/A,N/A,N/A,274,1952.00,05/27/21,C,s,Sep 1 2022
2.8600,0.1915,0.1915,0.1915,-0.0078,N/A,N/A,N/A,22,1915.00,05/27/21,C,s,Sep 1 2022
2.8700,0.1878,0.1878,0.1878,-0.0077,N/A,N/A,N/A,23,1878.00,05/27/21,C,s,Sep 1 2022
2.8800,0.1842,0.1842,0.1842,-0.0076,N/A,N/A,N/A,12,1842.00,05/27/21,C,s,Sep 1 2022
2.8900,0.1806,0.1806,0.1806,-0.0076,N/A,N/A,N/A,1,1806.00,05/27/21,C,s,Sep 1 2022
2.9000,0.1771,0.1771,0.1771,-0.0074,N/A,N/A,N/A,575,1771.00,05/27/21,C,s,Sep 1 2022
2.9400,0.1636,0.1636,0.1636,-0.0070,N/A,N/A,N/A,1,1636.00,05/27/21,C,s,Sep 1 2022
2.9500,0.1604,0.1604,0.1604,-0.0068,N/A,N/A,N/A,30,1604.00,05/27/21,C,s,Sep 1 2022
2.9600,0.1573,0.1573,0.1573,-0.0066,N/A,N/A,N/A,60,1573.00,05/27/21,C,s,Sep 1 2022
2.9700,0.1542,0.1542,0.1542,-0.0065,N/A,N/A,N/A,12,1542.00,05/27/21,C,s,Sep 1 2022
3.0000,0.1455,0.1455,0.1455,-0.0059,N/A,N/A,N/A,7682,1455.00,05/27/21,C,s,Sep 1 2022
3.0400,0.1349,0.1349,0.1349,-0.0052,N/A,N/A,N/A,7,1349.00,05/27/21,C,s,Sep 1 2022
3.1000,0.1204,0.1204,0.1204,-0.0046,N/A,N/A,N/A,150,1204.00,05/27/21,C,s,Sep 1 2022
3.2000,0.0992,0.0992,0.0992,-0.0039,N/A,N/A,N/A,361,992.00,05/27/21,C,s,Sep 1 2022
3.2500,0.0900,0.0900,0.0900,-0.0035,N/A,N/A,8,1635,900.00,05/27/21,C,s,Sep 1 2022
3.3000,0.0816,0.0816,0.0816,-0.0031,N/A,N/A,N/A,16,816.00,05/27/21,C,s,Sep 1 2022
3.3500,0.0740,0.0740,0.0740,-0.0027,N/A,N/A,N/A,11,740.00,05/27/21,C,s,Sep 1 2022
3.4000,0.0672,0.0672,0.0672,-0.0024,N/A,N/A,N/A,65,672.00,05/27/21,C,s,Sep 1 2022
3.5000,0.0554,0.0554,0.0554,-0.0019,N/A,N/A,N/A,2221,554.00,05/27/21,C,s,Sep 1 2022
3.6500,0.0415,0.0415,0.0415,-0.0014,N/A,N/A,N/A,10,415.00,05/27/21,C,s,Sep 1 2022
3.7500,0.0343,0.0343,0.0343,-0.0012,N/A,N/A,N/A,500,343.00,05/27/21,C,s,Sep 1 2022
3.8500,0.0286,0.0286,0.0286,-0.0009,N/A,N/A,N/A,275,286.00,05/27/21,C,s,Sep 1 2022
4.0000,0.0220,0.0220,0.0220,-0.0007,N/A,N/A,N/A,2502,220.00,05/27/21,C,s,Sep 1 2022
4.2500,0.0147,0.0147,0.0147,-0.0005,N/A,N/A,N/A,86,147.00,05/27/21,C,s,Sep 1 2022
4.5000,0.0102,0.0102,0.0102,-0.0003,N/A,N/A,N/A,1242,102.00,05/27/21,C,s,Sep 1 2022
4.7000,0.0080,0.0080,0.0080,-0.0001,N/A,N/A,N/A,30,80.00,05/27/21,C,s,Sep 1 2022
4.8500,0.0068,0.0068,0.0068,unch,N/A,N/A,N/A,210,68.00,05/27/21,C,s,Sep 1 2022
5.0000,0.0059,0.0059,0.0059,+0.0001,N/A,N/A,N/A,1825,59.00,05/27/21,C,s,Sep 1 2022
6.0000,0.0036,0.0036,0.0036,+0.0005,N/A,N/A,N/A,17,36.00,05/27/21,C,s,Sep 1 2022
6.7500,0.0028,0.0028,0.0028,+0.0006,N/A,N/A,N/A,63,28.00,05/27/21,C,s,Sep 1 2022
1.4000,0.0048,0.0048,0.0048,+0.0012,N/A,N/A,N/A,25,48.00,05/27/21,P,,Oct 1 2022
1.5000,0.0085,0.0085,0.0085,+0.0018,N/A,N/A,N/A,432,85.00,05/27/21,P,s,Oct 1 2022
1.7000,0.0225,0.0225,0.0225,+0.0039,N/A,N/A,N/A,1000,225.00,05/27/21,P,s,Oct 1 2022
1.7500,0.0277,0.0277,0.0277,+0.0045,N/A,N/A,N/A,575,277.00,05/27/21,P,s,Oct 1 2022
1.8500,0.0405,0.0405,0.0405,+0.0059,N/A,N/A,N/A,60,405.00,05/27/21,P,s,Oct 1 2022
1.9000,0.0481,0.0481,0.0481,+0.0065,N/A,N/A,N/A,150,481.00,05/27/21,P,s,Oct 1 2022
1.9500,0.0567,0.0567,0.0567,+0.0071,N/A,N/A,N/A,200,567.00,05/27/21,P,s,Oct 1 2022
2.0000,0.0663,0.0663,0.0663,+0.0078,N/A,N/A,N/A,2064,663.00,05/27/21,P,s,Oct 1 2022
2.1000,0.0885,0.0885,0.0885,+0.0090,N/A,N/A,N/A,133,885.00,05/27/21,P,s,Oct 1 2022
2.1500,0.1011,0.1011,0.1011,+0.0094,N/A,N/A,N/A,225,1011.00,05/27/21,P,s,Oct 1 2022
2.2000,0.1148,0.1148,0.1148,+0.0097,N/A,N/A,N/A,1012,1148.00,05/27/21,P,s,Oct 1 2022
2.2500,0.1297,0.1297,0.1297,+0.0101,N/A,N/A,N/A,1789,1297.00,05/27/21,P,s,Oct 1 2022
2.3000,0.5125,0.5125,0.5125,-0.0116,N/A,N/A,N/A,4,5125.00,05/27/21,C,s,Oct 1 2022
2.3000,0.1457,0.1457,0.1457,+0.0103,N/A,N/A,N/A,74,1457.00,05/27/21,P,s,Oct 1 2022
2.3500,0.4797,0.4797,0.4797,-0.0115,N/A,N/A,N/A,83,4797.00,05/27/21,C,s,Oct 1 2022
2.3500,0.1629,0.1629,0.1629,+0.0105,N/A,N/A,N/A,21,1629.00,05/27/21,P,s,Oct 1 2022
2.3800,0.4606,0.4606,0.4606,-0.0114,N/A,N/A,N/A,16,4606.00,05/27/21,C,s,Oct 1 2022
2.4000,0.4481,0.4481,0.4481,-0.0113,N/A,N/A,N/A,12,4481.00,05/27/21,C,s,Oct 1 2022
2.4000,0.1812,0.1812,0.1812,+0.0106,N/A,N/A,N/A,410,1812.00,05/27/21,P,s,Oct 1 2022
2.4200,0.1889,0.1889,0.1889,+0.0106,N/A,N/A,N/A,12,1889.00,05/27/21,P,s,Oct 1 2022
2.4500,0.2008,0.2008,0.2008,+0.0107,N/A,N/A,N/A,17,2008.00,05/27/21,P,s,Oct 1 2022
2.4600,0.4118,0.4118,0.4118,-0.0112,N/A,N/A,N/A,12,4118.00,05/27/21,C,s,Oct 1 2022
2.4600,0.2049,0.2049,0.2049,+0.0107,N/A,N/A,N/A,17,2049.00,05/27/21,P,s,Oct 1 2022
2.5000,0.3887,0.3887,0.3887,-0.0111,N/A,N/A,N/A,1575,3887.00,05/27/21,C,s,Oct 1 2022
2.5000,0.2218,0.2218,0.2218,+0.0109,N/A,N/A,N/A,2566,2218.00,05/27/21,P,s,Oct 1 2022
2.5400,0.3663,0.3663,0.3663,-0.0111,N/A,N/A,N/A,17,3663.00,05/27/21,C,s,Oct 1 2022
2.5500,0.3609,0.3609,0.3609,-0.0110,N/A,N/A,N/A,4,3609.00,05/27/21,C,s,Oct 1 2022
2.5500,0.2440,0.2440,0.2440,+0.0110,N/A,N/A,N/A,151,2440.00,05/27/21,P,s,Oct 1 2022
2.5700,0.3501,0.3501,0.3501,-0.0110,N/A,N/A,N/A,17,3501.00,05/27/21,C,s,Oct 1 2022
2.6000,0.3344,0.3344,0.3344,-0.0109,N/A,N/A,N/A,424,3344.00,05/27/21,C,s,Oct 1 2022
2.6000,0.2674,0.2674,0.2674,+0.0110,N/A,N/A,N/A,227,2674.00,05/27/21,P,s,Oct 1 2022
2.6400,0.3142,0.3142,0.3142,-0.0108,N/A,N/A,N/A,12,3142.00,05/27/21,C,s,Oct 1 2022
2.6500,0.3093,0.3093,0.3093,-0.0107,N/A,N/A,N/A,82,3093.00,05/27/21,C,s,Oct 1 2022
2.6500,0.2923,0.2923,0.2923,+0.0113,N/A,N/A,N/A,25,2923.00,05/27/21,P,s,Oct 1 2022
2.6600,0.3044,0.3044,0.3044,-0.0107,N/A,N/A,N/A,12,3044.00,05/27/21,C,s,Oct 1 2022
2.6700,0.2996,0.2996,0.2996,-0.0106,N/A,N/A,N/A,2,2996.00,05/27/21,C,s,Oct 1 2022
2.6800,0.2949,0.2949,0.2949,-0.0105,N/A,N/A,N/A,4,2949.00,05/27/21,C,s,Oct 1 2022
2.7000,0.2855,0.2855,0.2855,-0.0104,N/A,N/A,N/A,365,2855.00,05/27/21,C,s,Oct 1 2022
2.7000,0.3185,0.3185,0.3185,+0.0116,N/A,N/A,N/A,12,3185.00,05/27/21,P,s,Oct 1 2022
2.7500,0.2631,0.2631,0.2631,-0.0097,N/A,N/A,N/A,2794,2631.00,05/27/21,C,s,Oct 1 2022
2.7500,0.3461,0.3461,0.3461,+0.0123,N/A,N/A,N/A,60,3461.00,05/27/21,P,s,Oct 1 2022
2.7700,0.2545,0.2545,0.2545,-0.0095,N/A,N/A,N/A,31,2545.00,05/27/21,C,s,Oct 1 2022
2.7800,0.2503,0.2503,0.2503,-0.0093,N/A,N/A,N/A,17,2503.00,05/27/21,C,s,Oct 1 2022
2.8000,0.2420,0.2420,0.2420,-0.0090,N/A,N/A,N/A,490,2420.00,05/27/21,C,s,Oct 1 2022
2.8000,0.3749,0.3749,0.3749,+0.0130,N/A,N/A,N/A,25,3749.00,05/27/21,P,s,Oct 1 2022
2.8500,0.2222,0.2222,0.2222,-0.0083,N/A,N/A,N/A,274,2222.00,05/27/21,C,s,Oct 1 2022
2.8600,0.2183,0.2183,0.2183,-0.0082,N/A,N/A,N/A,22,2183.00,05/27/21,C,s,Oct 1 2022
2.8700,0.2146,0.2146,0.2146,-0.0080,N/A,N/A,N/A,23,2146.00,05/27/21,C,s,Oct 1 2022
2.8800,0.2108,0.2108,0.2108,-0.0080,N/A,N/A,N/A,12,2108.00,05/27/21,C,s,Oct 1 2022
2.8900,0.2071,0.2071,0.2071,-0.0079,N/A,N/A,N/A,1,2071.00,05/27/21,C,s,Oct 1 2022
2.9000,0.2034,0.2034,0.2034,-0.0079,N/A,N/A,N/A,575,2034.00,05/27/21,C,s,Oct 1 2022
2.9400,0.1891,0.1891,0.1891,-0.0076,N/A,N/A,N/A,1,1891.00,05/27/21,C,s,Oct 1 2022
2.9500,0.1857,0.1857,0.1857,-0.0075,N/A,N/A,N/A,30,1857.00,05/27/21,C,s,Oct 1 2022
2.9600,0.1823,0.1823,0.1823,-0.0074,N/A,N/A,N/A,60,1823.00,05/27/21,C,s,Oct 1 2022
2.9700,0.1790,0.1790,0.1790,-0.0073,N/A,N/A,N/A,12,1790.00,05/27/21,C,s,Oct 1 2022
3.0000,0.1693,0.1693,0.1693,-0.0070,N/A,N/A,N/A,7776,1693.00,05/27/21,C,s,Oct 1 2022
3.0400,0.1574,0.1574,0.1574,-0.0064,N/A,N/A,N/A,7,1574.00,05/27/21,C,s,Oct 1 2022
3.1000,0.1417,0.1417,0.1417,-0.0053,N/A,N/A,N/A,150,1417.00,05/27/21,C,s,Oct 1 2022
3.1700,0.1252,0.1252,0.1252,-0.0047,N/A,N/A,N/A,10,1252.00,05/27/21,C,s,Oct 1 2022
3.2000,0.1186,0.1186,0.1186,-0.0046,N/A,N/A,N/A,361,1186.00,05/27/21,C,s,Oct 1 2022
3.2500,0.1085,0.1085,0.1085,-0.0041,N/A,N/A,12,1635,1085.00,05/27/21,C,s,Oct 1 2022
3.3000,0.0991,0.0991,0.0991,-0.0038,N/A,N/A,N/A,16,991.00,05/27/21,C,s,Oct 1 2022
3.3500,0.0905,0.0905,0.0905,-0.0034,N/A,N/A,N/A,11,905.00,05/27/21,C,s,Oct 1 2022
3.4000,0.0827,0.0827,0.0827,-0.0030,N/A,N/A,N/A,65,827.00,05/27/21,C,s,Oct 1 2022
3.5000,0.0691,0.0691,0.0691,-0.0024,N/A,N/A,N/A,1772,691.00,05/27/21,C,s,Oct 1 2022
3.6500,0.0529,0.0529,0.0529,-0.0018,N/A,N/A,N/A,10,529.00,05/27/21,C,s,Oct 1 2022
3.7500,0.0443,0.0443,0.0443,-0.0016,N/A,N/A,N/A,500,443.00,05/27/21,C,s,Oct 1 2022
3.8500,0.0372,0.0372,0.0372,-0.0013,N/A,N/A,N/A,275,372.00,05/27/21,C,s,Oct 1 2022
4.0000,0.0289,0.0289,0.0289,-0.0010,N/A,N/A,N/A,2502,289.00,05/27/21,C,s,Oct 1 2022
4.2500,0.0196,0.0196,0.0196,-0.0006,N/A,N/A,N/A,24,196.00,05/27/21,C,s,Oct 1 2022
4.5000,0.0137,0.0137,0.0137,-0.0004,N/A,N/A,N/A,1242,137.00,05/27/21,C,s,Oct 1 2022
4.7000,0.0106,0.0106,0.0106,-0.0003,N/A,N/A,N/A,30,106.00,05/27/21,C,s,Oct 1 2022
4.9000,0.0085,0.0085,0.0085,-0.0001,N/A,N/A,N/A,209,85.00,05/27/21,C,s,Oct 1 2022
5.0000,0.0077,0.0077,0.0077,unch,N/A,N/A,N/A,1825,77.00,05/27/21,C,s,Oct 1 2022
6.0000,0.0043,0.0043,0.0043,+0.0005,N/A,N/A,N/A,17,43.00,05/27/21,C,s,Oct 1 2022
6.7500,0.0034,0.0034,0.0034,+0.0006,N/A,N/A,N/A,65,34.00,05/27/21,C,s,Oct 1 2022
1.4000,0.0045,0.0045,0.0045,+0.0005,N/A,N/A,N/A,25,45.00,05/27/21,P,,Nov 1 2022
1.5000,0.0081,0.0081,0.0081,+0.0008,N/A,N/A,N/A,305,81.00,05/27/21,P,s,Nov 1 2022
1.7000,0.0212,0.0212,0.0212,+0.0017,N/A,N/A,N/A,1000,212.00,05/27/21,P,s,Nov 1 2022
1.7500,0.0261,0.0261,0.0261,+0.0020,N/A,N/A,N/A,900,261.00,05/27/21,P,s,Nov 1 2022
1.8500,0.0383,0.0383,0.0383,+0.0027,N/A,N/A,N/A,60,383.00,05/27/21,P,s,Nov 1 2022
1.9000,0.0456,0.0456,0.0456,+0.0030,N/A,N/A,N/A,125,456.00,05/27/21,P,s,Nov 1 2022
2.0000,0.0633,0.0633,0.0633,+0.0039,N/A,N/A,N/A,2628,633.00,05/27/21,P,s,Nov 1 2022
2.1000,0.0850,0.0850,0.0850,+0.0048,N/A,N/A,N/A,133,850.00,05/27/21,P,s,Nov 1 2022
2.1500,0.0975,0.0975,0.0975,+0.0053,N/A,N/A,N/A,200,975.00,05/27/21,P,s,Nov 1 2022
2.2000,0.1111,0.1111,0.1111,+0.0058,N/A,N/A,N/A,1012,1111.00,05/27/21,P,s,Nov 1 2022
2.2500,0.1259,0.1259,0.1259,+0.0063,N/A,N/A,N/A,1727,1259.00,05/27/21,P,s,Nov 1 2022
2.3000,0.1418,0.1418,0.1418,+0.0068,N/A,N/A,N/A,74,1418.00,05/27/21,P,s,Nov 1 2022
2.3500,0.1589,0.1589,0.1589,+0.0073,N/A,N/A,N/A,21,1589.00,05/27/21,P,s,Nov 1 2022
2.3800,0.5265,0.5265,0.5265,-0.0133,N/A,N/A,N/A,16,5265.00,05/27/21,C,s,Nov 1 2022
2.4000,0.1772,0.1772,0.1772,+0.0079,N/A,N/A,N/A,153,1772.00,05/27/21,P,s,Nov 1 2022
2.4200,0.1848,0.1848,0.1848,+0.0081,N/A,N/A,N/A,12,1848.00,05/27/21,P,s,Nov 1 2022
2.4400,0.4894,0.4894,0.4894,-0.0127,N/A,N/A,N/A,3,4894.00,05/27/21,C,s,Nov 1 2022
2.4500,0.1965,0.1965,0.1965,+0.0083,N/A,N/A,N/A,150,1965.00,05/27/21,P,s,Nov 1 2022
2.4600,0.4774,0.4774,0.4774,-0.0125,N/A,N/A,N/A,12,4774.00,05/27/21,C,s,Nov 1 2022
2.4600,0.2006,0.2006,0.2006,+0.0085,N/A,N/A,N/A,17,2006.00,05/27/21,P,s,Nov 1 2022
2.5000,0.4539,0.4539,0.4539,-0.0121,N/A,N/A,N/A,458,4539.00,05/27/21,C,s,Nov 1 2022
2.5000,0.2171,0.2171,0.2171,+0.0089,N/A,N/A,N/A,1795,2171.00,05/27/21,P,s,Nov 1 2022
2.5400,0.4312,0.4312,0.4312,-0.0117,N/A,N/A,N/A,17,4312.00,05/27/21,C,s,Nov 1 2022
2.5500,0.2387,0.2387,0.2387,+0.0093,N/A,N/A,N/A,151,2387.00,05/27/21,P,s,Nov 1 2022
2.5700,0.4146,0.4146,0.4146,-0.0114,N/A,N/A,N/A,17,4146.00,05/27/21,C,s,Nov 1 2022
2.6000,0.3983,0.3983,0.3983,-0.0112,N/A,N/A,N/A,226,3983.00,05/27/21,C,s,Nov 1 2022
2.6000,0.2614,0.2614,0.2614,+0.0098,N/A,N/A,N/A,210,2614.00,05/27/21,P,s,Nov 1 2022
2.6400,0.3773,0.3773,0.3773,-0.0107,N/A,N/A,N/A,12,3773.00,05/27/21,C,s,Nov 1 2022
2.6500,0.3721,0.3721,0.3721,-0.0107,N/A,N/A,N/A,89,3721.00,05/27/21,C,s,Nov 1 2022
2.6500,0.2852,0.2852,0.2852,+0.0104,N/A,N/A,N/A,25,2852.00,05/27/21,P,s,Nov 1 2022
2.6600,0.3670,0.3670,0.3670,-0.0106,N/A,N/A,N/A,12,3670.00,05/27/21,C,s,Nov 1 2022
2.6700,0.3620,0.3620,0.3620,-0.0104,N/A,N/A,N/A,1,3620.00,05/27/21,C,s,Nov 1 2022
2.6800,0.3570,0.3570,0.3570,-0.0103,N/A,N/A,N/A,4,3570.00,05/27/21,C,s,Nov 1 2022
2.7000,0.3471,0.3471,0.3471,-0.0101,N/A,N/A,N/A,290,3471.00,05/27/21,C,s,Nov 1 2022
2.7000,0.3102,0.3102,0.3102,+0.0109,N/A,N/A,N/A,12,3102.00,05/27/21,P,s,Nov 1 2022
2.7500,0.3234,0.3234,0.3234,-0.0095,N/A,N/A,N/A,1934,3234.00,05/27/21,C,s,Nov 1 2022
2.7500,0.3364,0.3364,0.3364,+0.0114,N/A,N/A,N/A,60,3364.00,05/27/21,P,s,Nov 1 2022
2.7700,0.3142,0.3142,0.3142,-0.0094,N/A,N/A,N/A,31,3142.00,05/27/21,C,s,Nov 1 2022
2.7800,0.3097,0.3097,0.3097,-0.0093,N/A,N/A,N/A,17,3097.00,05/27/21,C,s,Nov 1 2022
2.8000,0.3008,0.3008,0.3008,-0.0091,N/A,N/A,N/A,367,3008.00,05/27/21,C,s,Nov 1 2022
2.8500,0.2794,0.2794,0.2794,-0.0085,N/A,N/A,N/A,399,2794.00,05/27/21,C,s,Nov 1 2022
2.8600,0.2752,0.2752,0.2752,-0.0085,N/A,N/A,N/A,22,2752.00,05/27/21,C,s,Nov 1 2022
2.8700,0.2712,0.2712,0.2712,-0.0083,N/A,N/A,N/A,12,2712.00,05/27/21,C,s,Nov 1 2022
2.8800,0.2671,0.2671,0.2671,-0.0082,N/A,N/A,N/A,12,2671.00,05/27/21,C,s,Nov 1 2022
2.8900,0.2632,0.2632,0.2632,-0.0080,N/A,N/A,N/A,1,2632.00,05/27/21,C,s,Nov 1 2022
2.9000,0.2592,0.2592,0.2592,-0.0080,N/A,N/A,N/A,549,2592.00,05/27/21,C,s,Nov 1 2022
2.9400,0.2441,0.2441,0.2441,-0.0075,N/A,N/A,N/A,1,2441.00,05/27/21,C,s,Nov 1 2022
2.9500,0.2405,0.2405,0.2405,-0.0073,N/A,N/A,N/A,30,2405.00,05/27/21,C,s,Nov 1 2022
2.9600,0.2369,0.2369,0.2369,-0.0072,N/A,N/A,N/A,60,2369.00,05/27/21,C,s,Nov 1 2022
2.9700,0.2333,0.2333,0.2333,-0.0071,N/A,N/A,N/A,12,2333.00,05/27/21,C,s,Nov 1 2022
3.0000,0.2229,0.2229,0.2229,-0.0069,N/A,N/A,N/A,5119,2229.00,05/27/21,C,s,Nov 1 2022
3.1000,0.1910,0.1910,0.1910,-0.0059,N/A,N/A,N/A,25,1910.00,05/27/21,C,s,Nov 1 2022
3.1700,0.1715,0.1715,0.1715,-0.0052,N/A,N/A,N/A,10,1715.00,05/27/21,C,s,Nov 1 2022
3.2000,0.1639,0.1639,0.1639,-0.0048,N/A,N/A,N/A,250,1639.00,05/27/21,C,s,Nov 1 2022
3.2500,0.1519,0.1519,0.1519,-0.0043,N/A,N/A,9,2182,1519.00,05/27/21,C,s,Nov 1 2022
3.3000,0.1407,0.1407,0.1407,-0.0040,N/A,N/A,N/A,5,1407.00,05/27/21,C,s,Nov 1 2022
3.4000,0.1206,0.1206,0.1206,-0.0033,N/A,N/A,N/A,65,1206.00,05/27/21,C,s,Nov 1 2022
3.4600,0.1098,0.1098,0.1098,-0.0031,N/A,N/A,N/A,6,1098.00,05/27/21,C,s,Nov 1 2022
3.5000,0.1032,0.1032,0.1032,-0.0028,N/A,N/A,N/A,1419,1032.00,05/27/21,C,s,Nov 1 2022
