strike,lastPrice,tradeTime,StrikeIdentifier,lastPriceIndentifier,ContractDate
1.85,0.0219,05/27/21,P,s,2022-04-01
1.9,0.0273,05/27/21,P,s,2022-04-01
1.95,0.0338,05/27/21,P,s,2022-04-01
2.0,0.0413,05/27/21,P,s,2022-04-01
2.1,0.0598,05/27/21,P,s,2022-04-01
2.15,0.0712,05/27/21,P,s,2022-04-01
2.2,0.0838,05/27/21,P,s,2022-04-01
2.25,0.0981,05/27/21,P,s,2022-04-01
2.3,0.4399,05/27/21,C,s,2022-04-01
2.3,0.114,05/27/21,P,s,2022-04-01
2.35,0.4076,05/27/21,C,s,2022-04-01
2.35,0.1317,05/27/21,P,s,2022-04-01
2.38,0.389,05/27/21,C,s,2022-04-01
2.4,0.377,05/27/21,C,s,2022-04-01
2.4,0.151,05/27/21,P,s,2022-04-01
2.42,0.1593,05/27/21,P,s,2022-04-01
2.45,0.348,05/27/21,C,s,2022-04-01
2.45,0.1721,05/27/21,P,s,2022-04-01
2.46,0.3424,05/27/21,C,s,2022-04-01
2.46,0.1765,05/27/21,P,s,2022-04-01
2.5,0.3208,05/27/21,C,s,2022-04-01
2.5,0.1948,05/27/21,P,s,2022-04-01
2.54,0.3003,05/27/21,C,s,2022-04-01
2.55,0.2953,05/27/21,C,s,2022-04-01
2.55,0.2194,05/27/21,P,s,2022-04-01
2.57,0.2857,05/27/21,C,s,2022-04-01
2.6,0.2716,05/27/21,C,s,2022-04-01
2.6,0.2456,05/27/21,P,s,2022-04-01
2.64,0.2538,05/27/21,C,s,2022-04-01
2.65,0.2495,05/27/21,C,s,2022-04-01
2.65,0.2735,05/27/21,P,s,2022-04-01
2.66,0.2453,05/27/21,C,s,2022-04-01
2.67,0.2411,05/27/21,C,s,2022-04-01
2.68,0.237,05/27/21,C,s,2022-04-01
2.7,0.2291,05/27/21,C,s,2022-04-01
2.7,0.3031,05/27/21,P,s,2022-04-01
2.75,0.2103,05/27/21,C,s,2022-04-01
2.75,0.3343,05/27/21,P,s,2022-04-01
2.77,0.2032,05/27/21,C,s,2022-04-01
2.78,0.1998,05/27/21,C,s,2022-04-01
2.8,0.193,05/27/21,C,s,2022-04-01
2.8,0.3669,05/27/21,P,s,2022-04-01
2.85,0.177,05/27/21,C,s,2022-04-01
2.86,0.174,05/27/21,C,s,2022-04-01
2.87,0.1711,05/27/21,C,s,2022-04-01
2.88,0.1681,05/27/21,C,s,2022-04-01
2.89,0.1653,05/27/21,C,s,2022-04-01
2.9,0.1625,05/27/21,C,s,2022-04-01
2.94,0.1517,05/27/21,C,s,2022-04-01
2.95,0.1491,05/27/21,C,s,2022-04-01
2.96,0.1466,05/27/21,C,s,2022-04-01
2.97,0.1441,05/27/21,C,s,2022-04-01
3.0,0.137,05/27/21,C,s,2022-04-01
3.04,0.128,05/27/21,C,s,2022-04-01
3.1,0.1159,05/27/21,C,s,2022-04-01
3.11,0.114,05/27/21,C,s,2022-04-01
3.2,0.0987,05/27/21,C,s,2022-04-01
3.25,0.0913,05/27/21,C,s,2022-04-01
3.3,0.0845,05/27/21,C,s,2022-04-01
3.35,0.0784,05/27/21,C,s,2022-04-01
3.4,0.0728,05/27/21,C,s,2022-04-01
3.5,0.0633,05/27/21,C,s,2022-04-01
3.65,0.052,05/27/21,C,s,2022-04-01
3.75,0.046,05/27/21,C,s,2022-04-01
3.85,0.0408,05/27/21,C,s,2022-04-01
4.0,0.0347,05/27/21,C,s,2022-04-01
4.25,0.0272,05/27/21,C,s,2022-04-01
4.5,0.0212,05/27/21,C,s,2022-04-01
4.7,0.0174,05/27/21,C,s,2022-04-01
5.0,0.0133,05/27/21,C,s,2022-04-01
5.5,0.0086,05/27/21,C,s,2022-04-01
6.0,0.0055,05/27/21,C,s,2022-04-01
6.75,0.0027,05/27/21,C,s,2022-04-01
1.4,0.0023,05/27/21,P,,2022-05-01
1.5,0.0046,05/27/21,P,s,2022-05-01
1.7,0.0149,05/27/21,P,s,2022-05-01
1.75,0.0191,05/27/21,P,s,2022-05-01
1.85,0.03,05/27/21,P,s,2022-05-01
1.9,0.0368,05/27/21,P,s,2022-05-01
1.95,0.0446,05/27/21,P,s,2022-05-01
2.0,0.0535,05/27/21,P,s,2022-05-01
2.1,0.0748,05/27/21,P,s,2022-05-01
2.15,0.0873,05/27/21,P,s,2022-05-01
2.2,0.101,05/27/21,P,s,2022-05-01
2.25,0.116,05/27/21,P,s,2022-05-01
2.3,0.4114,05/27/21,C,s,2022-05-01
2.3,0.1324,05/27/21,P,s,2022-05-01
2.35,0.3792,05/27/21,C,s,2022-05-01
2.35,0.1502,05/27/21,P,s,2022-05-01
2.38,0.3606,05/27/21,C,s,2022-05-01
2.4,0.3484,05/27/21,C,s,2022-05-01
2.4,0.1695,05/27/21,P,s,2022-05-01
2.42,0.1776,05/27/21,P,s,2022-05-01
2.45,0.3193,05/27/21,C,s,2022-05-01
2.45,0.1903,05/27/21,P,s,2022-05-01
2.46,0.3136,05/27/21,C,s,2022-05-01
2.46,0.1947,05/27/21,P,s,2022-05-01
2.5,0.2916,05/27/21,C,s,2022-05-01
2.5,0.2127,05/27/21,P,s,2022-05-01
2.54,0.2706,05/27/21,C,s,2022-05-01
2.55,0.2656,05/27/21,C,s,2022-05-01
2.55,0.2366,05/27/21,P,s,2022-05-01
2.57,0.2556,05/27/21,C,s,2022-05-01
2.6,0.2411,05/27/21,C,s,2022-05-01
2.6,0.2621,05/27/21,P,s,2022-05-01
2.64,0.2227,05/27/21,C,s,2022-05-01
2.65,0.2183,05/27/21,C,s,2022-05-01
2.65,0.2892,05/27/21,P,s,2022-05-01
2.66,0.2139,05/27/21,C,s,2022-05-01
2.67,0.2096,05/27/21,C,s,2022-05-01
2.68,0.2053,05/27/21,C,s,2022-05-01
2.7,0.197,05/27/21,C,s,2022-05-01
2.7,0.318,05/27/21,P,s,2022-05-01
2.75,0.1773,05/27/21,C,s,2022-05-01
2.75,0.3482,05/27/21,P,s,2022-05-01
2.77,0.1697,05/27/21,C,s,2022-05-01
2.78,0.166,05/27/21,C,s,2022-05-01
2.8,0.1588,05/27/21,C,s,2022-05-01
2.8,0.3797,05/27/21,P,s,2022-05-01
2.85,0.1418,05/27/21,C,s,2022-05-01
2.86,0.1386,05/27/21,C,s,2022-05-01
2.87,0.1355,05/27/21,C,s,2022-05-01
2.88,0.1325,05/27/21,C,s,2022-05-01
2.89,0.1296,05/27/21,C,s,2022-05-01
2.9,0.1268,05/27/21,C,s,2022-05-01
2.94,0.1162,05/27/21,C,s,2022-05-01
2.95,0.1137,05/27/21,C,s,2022-05-01
2.96,0.1113,05/27/21,C,s,2022-05-01
2.97,0.1089,05/27/21,C,s,2022-05-01
3.0,0.1019,05/27/21,C,s,2022-05-01
3.04,0.0932,05/27/21,C,s,2022-05-01
3.1,0.0815,05/27/21,C,s,2022-05-01
3.11,0.0797,05/27/21,C,s,2022-05-01
3.2,0.065,05/27/21,C,s,2022-05-01
3.25,0.058,05/27/21,C,s,2022-05-01
3.3,0.0518,05/27/21,C,s,2022-05-01
3.35,0.0463,05/27/21,C,s,2022-05-01
3.4,0.0414,05/27/21,C,s,2022-05-01
3.5,0.0331,05/27/21,C,s,2022-05-01
3.65,0.0238,05/27/21,C,s,2022-05-01
3.75,0.0194,05/27/21,C,s,2022-05-01
3.85,0.0159,05/27/21,C,s,2022-05-01
4.0,0.0119,05/27/21,C,s,2022-05-01
4.25,0.0079,05/27/21,C,s,2022-05-01
4.5,0.0056,05/27/21,C,s,2022-05-01
4.65,0.0047,05/27/21,C,s,2022-05-01
4.7,0.0045,05/27/21,C,s,2022-05-01
5.0,0.0037,05/27/21,C,s,2022-05-01
5.5,0.0028,05/27/21,C,s,2022-05-01
6.0,0.0021,05/27/21,C,s,2022-05-01
6.75,0.0015,05/27/21,C,s,2022-05-01
1.4,0.0021,05/27/21,P,,2022-06-01
1.5,0.0043,05/27/21,P,s,2022-06-01
1.7,0.0138,05/27/21,P,s,2022-06-01
1.75,0.0178,05/27/21,P,s,2022-06-01
1.85,0.028,05/27/21,P,s,2022-06-01
1.9,0.0344,05/27/21,P,s,2022-06-01
1.95,0.0418,05/27/21,P,s,2022-06-01
2.0,0.0502,05/27/21,P,s,2022-06-01
2.1,0.0703,05/27/21,P,s,2022-06-01
2.15,0.0821,05/27/21,P,s,2022-06-01
2.2,0.095,05/27/21,P,s,2022-06-01
2.25,0.1092,05/27/21,P,s,2022-06-01
2.3,0.4396,05/27/21,C,s,2022-06-01
2.3,0.1247,05/27/21,P,s,2022-06-01
2.35,0.4065,05/27/21,C,s,2022-06-01
2.35,0.1416,05/27/21,P,s,2022-06-01
2.38,0.3873,05/27/21,C,s,2022-06-01
2.4,0.3748,05/27/21,C,s,2022-06-01
2.4,0.1599,05/27/21,P,s,2022-06-01
2.42,0.1676,05/27/21,P,s,2022-06-01
2.45,0.1796,05/27/21,P,s,2022-06-01
2.46,0.3387,05/27/21,C,s,2022-06-01
2.46,0.1838,05/27/21,P,s,2022-06-01
2.5,0.3159,05/27/21,C,s,2022-06-01
2.5,0.2009,05/27/21,P,s,2022-06-01
2.54,0.294,05/27/21,C,s,2022-06-01
2.55,0.2887,05/27/21,C,s,2022-06-01
2.55,0.2237,05/27/21,P,s,2022-06-01
2.57,0.2783,05/27/21,C,s,2022-06-01
2.6,0.2631,05/27/21,C,s,2022-06-01
2.6,0.2481,05/27/21,P,s,2022-06-01
2.64,0.2437,05/27/21,C,s,2022-06-01
2.65,0.239,05/27/21,C,s,2022-06-01
2.65,0.274,05/27/21,P,s,2022-06-01
2.66,0.2344,05/27/21,C,s,2022-06-01
2.67,0.2298,05/27/21,C,s,2022-06-01
2.68,0.2253,05/27/21,C,s,2022-06-01
2.7,0.2165,05/27/21,C,s,2022-06-01
2.7,0.3015,05/27/21,P,s,2022-06-01
2.75,0.1955,05/27/21,C,s,2022-06-01
2.75,0.3305,05/27/21,P,s,2022-06-01
2.77,0.1876,05/27/21,C,s,2022-06-01
2.78,0.1837,05/27/21,C,s,2022-06-01
2.8,0.1761,05/27/21,C,s,2022-06-01
2.8,0.361,05/27/21,P,s,2022-06-01
2.85,0.1578,05/27/21,C,s,2022-06-01
2.86,0.1544,05/27/21,C,s,2022-06-01
2.87,0.151,05/27/21,C,s,2022-06-01
2.88,0.1476,05/27/21,C,s,2022-06-01
2.89,0.1444,05/27/21,C,s,2022-06-01
2.9,0.1412,05/27/21,C,s,2022-06-01
2.94,0.1294,05/27/21,C,s,2022-06-01
2.95,0.1266,05/27/21,C,s,2022-06-01
2.96,0.124,05/27/21,C,s,2022-06-01
2.97,0.1214,05/27/21,C,s,2022-06-01
3.0,0.1138,05/27/21,C,s,2022-06-01
3.04,0.1044,05/27/21,C,s,2022-06-01
3.1,0.0915,05/27/21,C,s,2022-06-01
3.11,0.0895,05/27/21,C,s,2022-06-01
3.2,0.0733,05/27/21,C,s,2022-06-01
3.25,0.0656,05/27/21,C,s,2022-06-01
3.3,0.0587,05/27/21,C,s,2022-06-01
3.35,0.0526,05/27/21,C,s,2022-06-01
3.4,0.0471,05/27/21,C,s,2022-06-01
3.5,0.0378,05/27/21,C,s,2022-06-01
3.65,0.0273,05/27/21,C,s,2022-06-01
3.75,0.0222,05/27/21,C,s,2022-06-01
3.85,0.0182,05/27/21,C,s,2022-06-01
4.0,0.0137,05/27/21,C,s,2022-06-01
4.25,0.009,05/27/21,C,s,2022-06-01
4.5,0.0063,05/27/21,C,s,2022-06-01
4.7,0.0051,05/27/21,C,s,2022-06-01
4.75,0.0048,05/27/21,C,s,2022-06-01
5.0,0.004,05/27/21,C,s,2022-06-01
6.0,0.0024,05/27/21,C,s,2022-06-01
6.75,0.0017,05/27/21,C,s,2022-06-01
1.4,0.0023,05/27/21,P,,2022-07-01
1.5,0.0045,05/27/21,P,s,2022-07-01
1.7,0.0141,05/27/21,P,s,2022-07-01
1.75,0.018,05/27/21,P,s,2022-07-01
1.85,0.0281,05/27/21,P,s,2022-07-01
1.9,0.0344,05/27/21,P,s,2022-07-01
1.95,0.0416,05/27/21,P,s,2022-07-01
2.0,0.0498,05/27/21,P,s,2022-07-01
2.1,0.0692,05/27/21,P,s,2022-07-01
2.15,0.0807,05/27/21,P,s,2022-07-01
2.2,0.0932,05/27/21,P,s,2022-07-01
2.25,0.1069,05/27/21,P,s,2022-07-01
2.3,0.4747,05/27/21,C,s,2022-07-01
2.3,0.1219,05/27/21,P,s,2022-07-01
2.35,0.441,05/27/21,C,s,2022-07-01
2.35,0.1381,05/27/21,P,s,2022-07-01
2.38,0.4214,05/27/21,C,s,2022-07-01
2.4,0.4086,05/27/21,C,s,2022-07-01
2.4,0.1557,05/27/21,P,s,2022-07-01
2.42,0.1631,05/27/21,P,s,2022-07-01
2.45,0.1746,05/27/21,P,s,2022-07-01
2.46,0.3715,05/27/21,C,s,2022-07-01
2.46,0.1786,05/27/21,P,s,2022-07-01
2.5,0.3479,05/27/21,C,s,2022-07-01
2.5,0.195,05/27/21,P,s,2022-07-01
2.54,0.3253,05/27/21,C,s,2022-07-01
2.55,0.3198,05/27/21,C,s,2022-07-01
2.55,0.2168,05/27/21,P,s,2022-07-01
2.57,0.3089,05/27/21,C,s,2022-07-01
2.6,0.293,05/27/21,C,s,2022-07-01
2.6,0.2401,05/27/21,P,s,2022-07-01
2.64,0.2728,05/27/21,C,s,2022-07-01
2.65,0.2678,05/27/21,C,s,2022-07-01
2.65,0.2648,05/27/21,P,s,2022-07-01
2.66,0.263,05/27/21,C,s,2022-07-01
2.67,0.2582,05/27/21,C,s,2022-07-01
2.68,0.2535,05/27/21,C,s,2022-07-01
2.7,0.2442,05/27/21,C,s,2022-07-01
2.7,0.2912,05/27/21,P,s,2022-07-01
2.75,0.222,05/27/21,C,s,2022-07-01
2.75,0.319,05/27/21,P,s,2022-07-01
2.77,0.2136,05/27/21,C,s,2022-07-01
2.78,0.2095,05/27/21,C,s,2022-07-01
2.8,0.2014,05/27/21,C,s,2022-07-01
2.8,0.3483,05/27/21,P,s,2022-07-01
2.85,0.1821,05/27/21,C,s,2022-07-01
2.86,0.1783,05/27/21,C,s,2022-07-01
2.87,0.1747,05/27/21,C,s,2022-07-01
2.88,0.171,05/27/21,C,s,2022-07-01
2.89,0.1674,05/27/21,C,s,2022-07-01
2.9,0.1639,05/27/21,C,s,2022-07-01
2.94,0.1505,05/27/21,C,s,2022-07-01
2.95,0.1473,05/27/21,C,s,2022-07-01
2.96,0.1442,05/27/21,C,s,2022-07-01
2.97,0.1412,05/27/21,C,s,2022-07-01
3.0,0.1326,05/27/21,C,s,2022-07-01
3.04,0.1223,05/27/21,C,s,2022-07-01
3.1,0.108,05/27/21,C,s,2022-07-01
3.2,0.0876,05/27/21,C,s,2022-07-01
3.25,0.0788,05/27/21,C,s,2022-07-01
3.3,0.0708,05/27/21,C,s,2022-07-01
3.35,0.0637,05/27/21,C,s,2022-07-01
3.4,0.0574,05/27/21,C,s,2022-07-01
3.5,0.0465,05/27/21,C,s,2022-07-01
3.65,0.034,05/27/21,C,s,2022-07-01
3.75,0.0278,05/27/21,C,s,2022-07-01
3.85,0.0228,05/27/21,C,s,2022-07-01
4.0,0.0173,05/27/21,C,s,2022-07-01
4.25,0.0113,05/27/21,C,s,2022-07-01
4.5,0.0078,05/27/21,C,s,2022-07-01
4.7,0.0061,05/27/21,C,s,2022-07-01
4.8,0.0055,05/27/21,C,s,2022-07-01
5.0,0.0047,05/27/21,C,s,2022-07-01
6.0,0.0029,05/27/21,C,s,2022-07-01
6.75,0.0021,05/27/21,C,s,2022-07-01
1.4,0.0028,05/27/21,P,,2022-08-01
1.5,0.0054,05/27/21,P,s,2022-08-01
1.7,0.0159,05/27/21,P,s,2022-08-01
1.75,0.0201,05/27/21,P,s,2022-08-01
1.85,0.0309,05/27/21,P,s,2022-08-01
1.9,0.0375,05/27/21,P,s,2022-08-01
1.95,0.045,05/27/21,P,s,2022-08-01
2.0,0.0535,05/27/21,P,s,2022-08-01
2.1,0.0736,05/27/21,P,s,2022-08-01
2.15,0.0853,05/27/21,P,s,2022-08-01
2.2,0.0981,05/27/21,P,s,2022-08-01
2.25,0.112,05/27/21,P,s,2022-08-01
2.3,0.486,05/27/21,C,s,2022-08-01
2.3,0.1272,05/27/21,P,s,2022-08-01
2.35,0.4525,05/27/21,C,s,2022-08-01
2.35,0.1436,05/27/21,P,s,2022-08-01
2.38,0.433,05/27/21,C,s,2022-08-01
2.4,0.4202,05/27/21,C,s,2022-08-01
2.4,0.1613,05/27/21,P,s,2022-08-01
2.42,0.1688,05/27/21,P,s,2022-08-01
2.45,0.1804,05/27/21,P,s,2022-08-01
2.46,0.3832,05/27/21,C,s,2022-08-01
2.46,0.1843,05/27/21,P,s,2022-08-01
2.5,0.3597,05/27/21,C,s,2022-08-01
2.5,0.2008,05/27/21,P,s,2022-08-01
2.54,0.3371,05/27/21,C,s,2022-08-01
2.55,0.3315,05/27/21,C,s,2022-08-01
2.55,0.2226,05/27/21,P,s,2022-08-01
2.57,0.3207,05/27/21,C,s,2022-08-01
2.6,0.3048,05/27/21,C,s,2022-08-01
2.6,0.2458,05/27/21,P,s,2022-08-01
2.64,0.2845,05/27/21,C,s,2022-08-01
2.65,0.2795,05/27/21,C,s,2022-08-01
2.65,0.2705,05/27/21,P,s,2022-08-01
2.66,0.2746,05/27/21,C,s,2022-08-01
2.67,0.2698,05/27/21,C,s,2022-08-01
2.68,0.2651,05/27/21,C,s,2022-08-01
2.7,0.2557,05/27/21,C,s,2022-08-01
2.7,0.2967,05/27/21,P,s,2022-08-01
2.75,0.2334,05/27/21,C,s,2022-08-01
2.75,0.3244,05/27/21,P,s,2022-08-01
2.77,0.2249,05/27/21,C,s,2022-08-01
2.78,0.2207,05/27/21,C,s,2022-08-01
2.8,0.2125,05/27/21,C,s,2022-08-01
2.8,0.3535,05/27/21,P,s,2022-08-01
2.85,0.193,05/27/21,C,s,2022-08-01
2.86,0.1893,05/27/21,C,s,2022-08-01
2.87,0.1855,05/27/21,C,s,2022-08-01
2.88,0.1818,05/27/21,C,s,2022-08-01
2.89,0.1782,05/27/21,C,s,2022-08-01
2.9,0.1746,05/27/21,C,s,2022-08-01
2.94,0.1608,05/27/21,C,s,2022-08-01
2.95,0.1575,05/27/21,C,s,2022-08-01
2.96,0.1543,05/27/21,C,s,2022-08-01
2.97,0.1512,05/27/21,C,s,2022-08-01
3.0,0.1422,05/27/21,C,s,2022-08-01
3.04,0.1315,05/27/21,C,s,2022-08-01
3.1,0.1168,05/27/21,C,s,2022-08-01
3.2,0.0955,05/27/21,C,s,2022-08-01
3.25,0.0863,05/27/21,C,s,2022-08-01
3.3,0.0779,05/27/21,C,s,2022-08-01
3.35,0.0704,05/27/21,C,s,2022-08-01
3.4,0.0636,05/27/21,C,s,2022-08-01
3.5,0.052,05/27/21,C,s,2022-08-01
3.65,0.0385,05/27/21,C,s,2022-08-01
3.75,0.0316,05/27/21,C,s,2022-08-01
3.85,0.0261,05/27/21,C,s,2022-08-01
4.0,0.0199,05/27/21,C,s,2022-08-01
4.25,0.0131,05/27/21,C,s,2022-08-01
4.5,0.0091,05/27/21,C,s,2022-08-01
4.7,0.0071,05/27/21,C,s,2022-08-01
4.85,0.0061,05/27/21,C,s,2022-08-01
5.0,0.0053,05/27/21,C,s,2022-08-01
6.0,0.0033,05/27/21,C,s,2022-08-01
6.75,0.0024,05/27/21,C,s,2022-08-01
1.4,0.0037,05/27/21,P,,2022-09-01
1.5,0.0069,05/27/21,P,s,2022-09-01
1.7,0.0194,05/27/21,P,s,2022-09-01
1.75,0.0242,05/27/21,P,s,2022-09-01
1.85,0.0362,05/27/21,P,s,2022-09-01
1.9,0.0435,05/27/21,P,s,2022-09-01
1.95,0.0517,05/27/21,P,s,2022-09-01
2.0,0.0609,05/27/21,P,s,2022-09-01
2.1,0.0825,05/27/21,P,s,2022-09-01
2.15,0.0949,05/27/21,P,s,2022-09-01
2.2,0.1084,05/27/21,P,s,2022-09-01
2.25,0.123,05/27/21,P,s,2022-09-01
2.3,0.4818,05/27/21,C,s,2022-09-01
2.3,0.1389,05/27/21,P,s,2022-09-01
2.35,0.4489,05/27/21,C,s,2022-09-01
2.35,0.1561,05/27/21,P,s,2022-09-01
2.38,0.4298,05/27/21,C,s,2022-09-01
2.4,0.4173,05/27/21,C,s,2022-09-01
2.4,0.1745,05/27/21,P,s,2022-09-01
2.42,0.1822,05/27/21,P,s,2022-09-01
2.45,0.1942,05/27/21,P,s,2022-09-01
2.46,0.3812,05/27/21,C,s,2022-09-01
2.46,0.1983,05/27/21,P,s,2022-09-01
2.5,0.3583,05/27/21,C,s,2022-09-01
2.5,0.2153,05/27/21,P,s,2022-09-01
2.54,0.3362,05/27/21,C,s,2022-09-01
2.55,0.3308,05/27/21,C,s,2022-09-01
2.55,0.2378,05/27/21,P,s,2022-09-01
2.57,0.3202,05/27/21,C,s,2022-09-01
2.6,0.3047,05/27/21,C,s,2022-09-01
2.6,0.2617,05/27/21,P,s,2022-09-01
2.64,0.2848,05/27/21,C,s,2022-09-01
2.65,0.28,05/27/21,C,s,2022-09-01
2.65,0.287,05/27/21,P,s,2022-09-01
2.66,0.2752,05/27/21,C,s,2022-09-01
2.67,0.2705,05/27/21,C,s,2022-09-01
2.68,0.2659,05/27/21,C,s,2022-09-01
2.7,0.2567,05/27/21,C,s,2022-09-01
2.7,0.3137,05/27/21,P,s,2022-09-01
2.75,0.2349,05/27/21,C,s,2022-09-01
2.75,0.3418,05/27/21,P,s,2022-09-01
2.77,0.2265,05/27/21,C,s,2022-09-01
2.78,0.2224,05/27/21,C,s,2022-09-01
2.8,0.2144,05/27/21,C,s,2022-09-01
2.8,0.3713,05/27/21,P,s,2022-09-01
2.85,0.1952,05/27/21,C,s,2022-09-01
2.86,0.1915,05/27/21,C,s,2022-09-01
2.87,0.1878,05/27/21,C,s,2022-09-01
2.88,0.1842,05/27/21,C,s,2022-09-01
2.89,0.1806,05/27/21,C,s,2022-09-01
2.9,0.1771,05/27/21,C,s,2022-09-01
2.94,0.1636,05/27/21,C,s,2022-09-01
2.95,0.1604,05/27/21,C,s,2022-09-01
2.96,0.1573,05/27/21,C,s,2022-09-01
2.97,0.1542,05/27/21,C,s,2022-09-01
3.0,0.1455,05/27/21,C,s,2022-09-01
3.04,0.1349,05/27/21,C,s,2022-09-01
3.1,0.1204,05/27/21,C,s,2022-09-01
3.2,0.0992,05/27/21,C,s,2022-09-01
3.25,0.09,05/27/21,C,s,2022-09-01
3.3,0.0816,05/27/21,C,s,2022-09-01
3.35,0.074,05/27/21,C,s,2022-09-01
3.4,0.0672,05/27/21,C,s,2022-09-01
3.5,0.0554,05/27/21,C,s,2022-09-01
3.65,0.0415,05/27/21,C,s,2022-09-01
3.75,0.0343,05/27/21,C,s,2022-09-01
3.85,0.0286,05/27/21,C,s,2022-09-01
4.0,0.022,05/27/21,C,s,2022-09-01
4.25,0.0147,05/27/21,C,s,2022-09-01
4.5,0.0102,05/27/21,C,s,2022-09-01
4.7,0.008,05/27/21,C,s,2022-09-01
4.85,0.0068,05/27/21,C,s,2022-09-01
5.0,0.0059,05/27/21,C,s,2022-09-01
6.0,0.0036,05/27/21,C,s,2022-09-01
6.75,0.0028,05/27/21,C,s,2022-09-01
1.4,0.0048,05/27/21,P,,2022-10-01
1.5,0.0085,05/27/21,P,s,2022-10-01
1.7,0.0225,05/27/21,P,s,2022-10-01
1.75,0.0277,05/27/21,P,s,2022-10-01
1.85,0.0405,05/27/21,P,s,2022-10-01
1.9,0.0481,05/27/21,P,s,2022-10-01
1.95,0.0567,05/27/21,P,s,2022-10-01
2.0,0.0663,05/27/21,P,s,2022-10-01
2.1,0.0885,05/27/21,P,s,2022-10-01
2.15,0.1011,05/27/21,P,s,2022-10-01
2.2,0.1148,05/27/21,P,s,2022-10-01
2.25,0.1297,05/27/21,P,s,2022-10-01
2.3,0.5125,05/27/21,C,s,2022-10-01
2.3,0.1457,05/27/21,P,s,2022-10-01
2.35,0.4797,05/27/21,C,s,2022-10-01
2.35,0.1629,05/27/21,P,s,2022-10-01
2.38,0.4606,05/27/21,C,s,2022-10-01
2.4,0.4481,05/27/21,C,s,2022-10-01
2.4,0.1812,05/27/21,P,s,2022-10-01
2.42,0.1889,05/27/21,P,s,2022-10-01
2.45,0.2008,05/27/21,P,s,2022-10-01
2.46,0.4118,05/27/21,C,s,2022-10-01
2.46,0.2049,05/27/21,P,s,2022-10-01
2.5,0.3887,05/27/21,C,s,2022-10-01
2.5,0.2218,05/27/21,P,s,2022-10-01
2.54,0.3663,05/27/21,C,s,2022-10-01
2.55,0.3609,05/27/21,C,s,2022-10-01
2.55,0.244,05/27/21,P,s,2022-10-01
2.57,0.3501,05/27/21,C,s,2022-10-01
2.6,0.3344,05/27/21,C,s,2022-10-01
2.6,0.2674,05/27/21,P,s,2022-10-01
2.64,0.3142,05/27/21,C,s,2022-10-01
2.65,0.3093,05/27/21,C,s,2022-10-01
2.65,0.2923,05/27/21,P,s,2022-10-01
2.66,0.3044,05/27/21,C,s,2022-10-01
2.67,0.2996,05/27/21,C,s,2022-10-01
2.68,0.2949,05/27/21,C,s,2022-10-01
2.7,0.2855,05/27/21,C,s,2022-10-01
2.7,0.3185,05/27/21,P,s,2022-10-01
2.75,0.2631,05/27/21,C,s,2022-10-01
2.75,0.3461,05/27/21,P,s,2022-10-01
2.77,0.2545,05/27/21,C,s,2022-10-01
2.78,0.2503,05/27/21,C,s,2022-10-01
2.8,0.242,05/27/21,C,s,2022-10-01
2.8,0.3749,05/27/21,P,s,2022-10-01
2.85,0.2222,05/27/21,C,s,2022-10-01
2.86,0.2183,05/27/21,C,s,2022-10-01
2.87,0.2146,05/27/21,C,s,2022-10-01
2.88,0.2108,05/27/21,C,s,2022-10-01
2.89,0.2071,05/27/21,C,s,2022-10-01
2.9,0.2034,05/27/21,C,s,2022-10-01
2.94,0.1891,05/27/21,C,s,2022-10-01
2.95,0.1857,05/27/21,C,s,2022-10-01
2.96,0.1823,05/27/21,C,s,2022-10-01
2.97,0.179,05/27/21,C,s,2022-10-01
3.0,0.1693,05/27/21,C,s,2022-10-01
3.04,0.1574,05/27/21,C,s,2022-10-01
3.1,0.1417,05/27/21,C,s,2022-10-01
3.17,0.1252,05/27/21,C,s,2022-10-01
3.2,0.1186,05/27/21,C,s,2022-10-01
3.25,0.1085,05/27/21,C,s,2022-10-01
3.3,0.0991,05/27/21,C,s,2022-10-01
3.35,0.0905,05/27/21,C,s,2022-10-01
3.4,0.0827,05/27/21,C,s,2022-10-01
3.5,0.0691,05/27/21,C,s,2022-10-01
3.65,0.0529,05/27/21,C,s,2022-10-01
3.75,0.0443,05/27/21,C,s,2022-10-01
3.85,0.0372,05/27/21,C,s,2022-10-01
4.0,0.0289,05/27/21,C,s,2022-10-01
4.25,0.0196,05/27/21,C,s,2022-10-01
4.5,0.0137,05/27/21,C,s,2022-10-01
4.7,0.0106,05/27/21,C,s,2022-10-01
4.9,0.0085,05/27/21,C,s,2022-10-01
5.0,0.0077,05/27/21,C,s,2022-10-01
6.0,0.0043,05/27/21,C,s,2022-10-01
6.75,0.0034,05/27/21,C,s,2022-10-01
1.4,0.0045,05/27/21,P,,2022-11-01
1.5,0.0081,05/27/21,P,s,2022-11-01
1.7,0.0212,05/27/21,P,s,2022-11-01
1.75,0.0261,05/27/21,P,s,2022-11-01
1.85,0.0383,05/27/21,P,s,2022-11-01
1.9,0.0456,05/27/21,P,s,2022-11-01
2.0,0.0633,05/27/21,P,s,2022-11-01
2.1,0.085,05/27/21,P,s,2022-11-01
2.15,0.0975,05/27/21,P,s,2022-11-01
2.2,0.1111,05/27/21,P,s,2022-11-01
2.25,0.1259,05/27/21,P,s,2022-11-01
