CALLS UPDATED,CALLS VOLUME,CALLS HIGH,CALL SLOW,CALLS PRIOR SETTLE,CALLS CHANGE,CALLS LAST,PUTS LAST,PUTS CHANGE,PUTS PRIOR SETTLE,PUTS LOW,PUTS HIGH,PUTS VOLUME,PUTS UPDATED,STRIKE PRICE,Date
16:00:00 CT 30 May 2021,0,-,-,0.0245,-,-,16:00:00 CT 30 May 2021,0,-,-,1.1990,-,-,3850.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0225,-,-,16:00:00 CT 30 May 2021,0,-,-,1.2470,-,-,3900.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0207,-,-,16:00:00 CT 30 May 2021,0,-,-,1.2952,-,-,3950.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0191,-,-,16:00:00 CT 30 May 2021,0,-,-,1.3435,-,-,4000.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0176,-,-,16:00:00 CT 30 May 2021,0,-,-,1.3921,-,-,4050.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0163,-,-,16:00:00 CT 30 May 2021,0,-,-,1.4407,-,-,4100.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0150,-,-,16:00:00 CT 30 May 2021,0,-,-,1.4894,-,-,4150.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0139,-,-,16:00:00 CT 30 May 2021,0,-,-,1.5383,-,-,4200.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0129,-,-,16:00:00 CT 30 May 2021,0,-,-,1.5873,-,-,4250.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0120,-,-,16:00:00 CT 30 May 2021,0,-,-,1.6364,-,-,4300.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0112,-,-,16:00:00 CT 30 May 2021,0,-,-,1.6855,-,-,4350.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0105,-,-,16:00:00 CT 30 May 2021,0,-,-,1.7348,-,-,4400.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0098,-,-,16:00:00 CT 30 May 2021,0,-,-,1.7841,-,-,4450.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0092,-,-,16:00:00 CT 30 May 2021,0,-,-,1.8334,-,-,4500.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0086,-,-,16:00:00 CT 30 May 2021,0,-,-,1.8829,-,-,4550.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0081,-,-,16:00:00 CT 30 May 2021,0,-,-,1.9323,-,-,4600.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0077,-,-,16:00:00 CT 30 May 2021,0,-,-,1.9819,-,-,4650.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0072,-,-,16:00:00 CT 30 May 2021,0,-,-,2.0314,-,-,4700.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0069,-,-,16:00:00 CT 30 May 2021,0,-,-,2.0810,-,-,4750.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0065,-,-,16:00:00 CT 30 May 2021,0,-,-,2.1307,-,-,4800.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0062,-,-,16:00:00 CT 30 May 2021,0,-,-,2.1803,-,-,4850.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0059,-,-,16:00:00 CT 30 May 2021,0,-,-,2.2300,-,-,4900.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0057,-,-,16:00:00 CT 30 May 2021,0,-,-,2.2797,-,-,4950.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0054,-,-,16:00:00 CT 30 May 2021,0,-,-,2.3295,-,-,5000.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0052,-,-,16:00:00 CT 30 May 2021,0,-,-,2.3792,-,-,5050.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0050,-,-,16:00:00 CT 30 May 2021,0,-,-,2.4290,-,-,5100.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0048,-,-,16:00:00 CT 30 May 2021,0,-,-,2.4788,-,-,5150.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0047,-,-,16:00:00 CT 30 May 2021,0,-,-,2.5286,-,-,5200.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0045,-,-,16:00:00 CT 30 May 2021,0,-,-,2.5785,-,-,5250.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0044,-,-,16:00:00 CT 30 May 2021,0,-,-,2.6283,-,-,5300.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0043,-,-,16:00:00 CT 30 May 2021,0,-,-,2.6782,-,-,5350.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0042,-,-,16:00:00 CT 30 May 2021,0,-,-,2.7281,-,-,5400.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0041,-,-,16:00:00 CT 30 May 2021,0,-,-,2.7779,-,-,5450.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0040,-,-,16:00:00 CT 30 May 2021,0,-,-,2.8278,-,-,5500.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0039,-,-,16:00:00 CT 30 May 2021,0,-,-,2.8777,-,-,5550.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0038,-,-,16:00:00 CT 30 May 2021,0,-,-,2.9276,-,-,5600.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0038,-,-,16:00:00 CT 30 May 2021,0,-,-,2.9776,-,-,5650.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0037,-,-,16:00:00 CT 30 May 2021,0,-,-,3.0275,-,-,5700.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0036,-,-,16:00:00 CT 30 May 2021,0,-,-,3.0774,-,-,5750.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0035,-,-,16:00:00 CT 30 May 2021,0,-,-,3.1273,-,-,5800.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0035,-,-,16:00:00 CT 30 May 2021,0,-,-,3.1772,-,-,5850.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0034,-,-,16:00:00 CT 30 May 2021,0,-,-,3.2271,-,-,5900.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0033,-,-,16:00:00 CT 30 May 2021,0,-,-,3.2770,-,-,5950.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0033,-,-,16:00:00 CT 30 May 2021,0,-,-,3.3269,-,-,6000.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0032,-,-,16:00:00 CT 30 May 2021,0,-,-,3.3768,-,-,6050.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0032,-,-,16:00:00 CT 30 May 2021,0,-,-,3.4268,-,-,6100.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0031,-,-,16:00:00 CT 30 May 2021,0,-,-,3.4767,-,-,6150.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0030,-,-,16:00:00 CT 30 May 2021,0,-,-,3.5266,-,-,6200.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0030,-,-,16:00:00 CT 30 May 2021,0,-,-,3.5765,-,-,6250.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0029,-,-,16:00:00 CT 30 May 2021,0,-,-,3.6264,-,-,6300.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0029,-,-,16:00:00 CT 30 May 2021,0,-,-,3.6764,-,-,6350.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0028,-,-,16:00:00 CT 30 May 2021,0,-,-,3.7263,-,-,6400.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0028,-,-,16:00:00 CT 30 May 2021,0,-,-,3.7762,-,-,6450.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0027,-,-,16:00:00 CT 30 May 2021,0,-,-,3.8261,-,-,6500.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0026,-,-,16:00:00 CT 30 May 2021,0,-,-,3.8761,-,-,6550.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0026,-,-,16:00:00 CT 30 May 2021,0,-,-,3.9260,-,-,6600.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0026,-,-,16:00:00 CT 30 May 2021,0,-,-,3.9759,-,-,6650.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0025,-,-,16:00:00 CT 30 May 2021,0,-,-,4.0259,-,-,6700.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0025,-,-,16:00:00 CT 30 May 2021,0,-,-,4.0758,-,-,6750.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0024,-,-,16:00:00 CT 30 May 2021,0,-,-,4.1257,-,-,6800.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0024,-,-,16:00:00 CT 30 May 2021,0,-,-,4.1757,-,-,6850.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0023,-,-,16:00:00 CT 30 May 2021,0,-,-,4.2256,-,-,6900.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0023,-,-,16:00:00 CT 30 May 2021,0,-,-,4.2755,-,-,6950.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0022,-,-,16:00:00 CT 30 May 2021,0,-,-,4.3255,-,-,7000.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0022,-,-,16:00:00 CT 30 May 2021,0,-,-,4.3754,-,-,7050.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0022,-,-,16:00:00 CT 30 May 2021,0,-,-,4.4254,-,-,7100.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0021,-,-,16:00:00 CT 30 May 2021,0,-,-,4.4753,-,-,7150.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0021,-,-,16:00:00 CT 30 May 2021,0,-,-,4.5252,-,-,7200.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0020,-,-,16:00:00 CT 30 May 2021,0,-,-,4.5752,-,-,7250.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0020,-,-,16:00:00 CT 30 May 2021,0,-,-,4.6251,-,-,7300.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0020,-,-,16:00:00 CT 30 May 2021,0,-,-,4.6751,-,-,7350.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0019,-,-,16:00:00 CT 30 May 2021,0,-,-,4.7250,-,-,7400.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0019,-,-,16:00:00 CT 30 May 2021,0,-,-,4.7750,-,-,7450.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0019,-,-,16:00:00 CT 30 May 2021,0,-,-,4.8249,-,-,7500.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0018,-,-,16:00:00 CT 30 May 2021,0,-,-,4.8749,-,-,7550.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0018,-,-,16:00:00 CT 30 May 2021,0,-,-,4.9248,-,-,7600.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0018,-,-,16:00:00 CT 30 May 2021,0,-,-,4.9748,-,-,7650.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0018,-,-,16:00:00 CT 30 May 2021,0,-,-,5.0247,-,-,7700.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0017,-,-,16:00:00 CT 30 May 2021,0,-,-,5.0747,-,-,7750.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0016,-,-,16:00:00 CT 30 May 2021,0,-,-,5.3244,-,-,8000.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0015,-,-,16:00:00 CT 30 May 2021,0,-,-,5.5742,-,-,8250.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0014,-,-,16:00:00 CT 30 May 2021,0,-,-,5.8240,-,-,8500.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0013,-,-,16:00:00 CT 30 May 2021,0,-,-,6.0738,-,-,8750.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0012,-,-,16:00:00 CT 30 May 2021,0,-,-,6.3236,-,-,9000.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0011,-,-,16:00:00 CT 30 May 2021,0,-,-,6.5734,-,-,9250.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0010,-,-,16:00:00 CT 30 May 2021,0,-,-,6.8232,-,-,9500.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0010,-,-,16:00:00 CT 30 May 2021,0,-,-,7.0731,-,-,9750.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0009,-,-,16:00:00 CT 30 May 2021,0,-,-,7.3229,-,-,10000.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0008,-,-,16:00:00 CT 30 May 2021,0,-,-,7.5728,-,-,10250.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0008,-,-,16:00:00 CT 30 May 2021,0,-,-,7.8226,-,-,10500.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0007,-,-,16:00:00 CT 30 May 2021,0,-,-,8.0725,-,-,10750.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0007,-,-,16:00:00 CT 30 May 2021,0,-,-,8.3223,-,-,11000.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0007,-,-,16:00:00 CT 30 May 2021,0,-,-,8.5722,-,-,11250.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0006,-,-,16:00:00 CT 30 May 2021,0,-,-,8.8220,-,-,11500.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0006,-,-,16:00:00 CT 30 May 2021,0,-,-,9.0719,-,-,11750.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0006,-,-,16:00:00 CT 30 May 2021,0,-,-,9.3218,-,-,12000.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0005,-,-,16:00:00 CT 30 May 2021,0,-,-,9.5716,-,-,12250.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0005,-,-,16:00:00 CT 30 May 2021,0,-,-,9.8215,-,-,12500.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0005,-,-,16:00:00 CT 30 May 2021,0,-,-,10.0714,-,-,12750.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0005,-,-,16:00:00 CT 30 May 2021,0,-,-,10.3213,-,-,13000.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0004,-,-,16:00:00 CT 30 May 2021,0,-,-,10.5711,-,-,13250.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0004,-,-,16:00:00 CT 30 May 2021,0,-,-,10.8210,-,-,13500.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0004,-,-,16:00:00 CT 30 May 2021,0,-,-,11.0709,-,-,13750.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0004,-,-,16:00:00 CT 30 May 2021,0,-,-,11.3208,-,-,14000.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0004,-,-,16:00:00 CT 30 May 2021,0,-,-,11.5707,-,-,14250.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0004,-,-,16:00:00 CT 30 May 2021,0,-,-,11.8205,-,-,14500.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,12.0704,-,-,14750.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,12.3203,-,-,15000.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,12.5702,-,-,15250.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,12.8201,-,-,15500.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,13.0700,-,-,15750.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,13.3199,-,-,16000.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,13.5697,-,-,16250.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,13.8196,-,-,16500.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,14.0695,-,-,16750.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,14.3194,-,-,17000.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0002,-,-,16:00:00 CT 30 May 2021,0,-,-,14.5693,-,-,17250.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,0.0002,-,-,16:00:00 CT 30 May 2021,0,-,-,14.8192,-,-,17500.0,Sep 2022
16:00:00 CT 30 May 2021,0,-,-,2.6181,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,50.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,2.5681,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,100.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,2.5181,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,150.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,2.4681,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,200.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,2.4181,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,250.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,2.3682,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,300.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,2.3182,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,350.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,2.2682,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,400.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,2.2182,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,450.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,2.1682,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,500.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,2.1182,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,550.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,2.0683,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,600.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,2.0183,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,650.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.9683,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,700.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.9183,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,750.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.8683,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,800.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.8184,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,850.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.7684,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,900.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.7184,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,950.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.6684,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,1000.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.6185,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,1050.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.5686,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,1100.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.5187,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0002,-,-,1150.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.4688,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,1200.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.4190,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0005,-,-,1250.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.3694,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0008,-,-,1300.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.3198,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0013,-,-,1350.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.2705,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0019,-,-,1400.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.2213,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0028,-,-,1450.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.1725,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0039,-,-,1500.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.1240,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0054,-,-,1550.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.0759,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0072,-,-,1600.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,1.0282,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0096,-,-,1650.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.9812,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0125,-,-,1700.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.9348,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0161,-,-,1750.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.8891,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0204,-,-,1800.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.8441,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0254,-,-,1850.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.8000,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0313,-,-,1900.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.7568,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0380,-,-,1950.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.7145,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0457,-,-,2000.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.6732,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0545,-,-,2050.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.6330,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0642,-,-,2100.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.5940,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0752,-,-,2150.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.5560,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0872,-,-,2200.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.5192,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1004,-,-,2250.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.4836,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1148,-,-,2300.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.4493,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1305,-,-,2350.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.4294,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1405,-,-,2380.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.4163,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1474,-,-,2400.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.4034,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1545,-,-,2420.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.3846,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1656,-,-,2450.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.3784,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1694,-,-,2460.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.3542,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1852,-,-,2500.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.3309,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2019,-,-,2540.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.3252,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2062,-,-,2550.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.3140,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2150,-,-,2570.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.2975,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2286,-,-,2600.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.2765,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2475,-,-,2640.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.2714,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2524,-,-,2650.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.2664,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2574,-,-,2660.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.2614,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2624,-,-,2670.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.2565,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2675,-,-,2680.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.2468,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2778,-,-,2700.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.2237,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3047,-,-,2750.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.2149,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3159,-,-,2770.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.2106,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3216,-,-,2780.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.2022,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3332,-,-,2800.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.1823,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3633,-,-,2850.0,Aug 2022
16:00:00 CT 30 May 2021,0,-,-,0.1785,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3695,-,-,2860.0,Aug 2022
